exp1_stim,exp2_stim,calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,exp1_stimulus_loop.thisRepN,exp1_stimulus_loop.thisTrialN,exp1_stimulus_loop.thisN,exp1_stimulus_loop.thisIndex,exp2_stimulus_loop.thisRepN,exp2_stimulus_loop.thisTrialN,exp2_stimulus_loop.thisN,exp2_stimulus_loop.thisIndex,calib_instr_text.started,calib_instr_resp.started,calib_text.started,calib_resp.started,calib_resp.keys,calib_resp.rt,calib_resp.duration,text.started,key_resp.started,job_description.started,job_posting_key_resp.started,job_posting_key_resp.keys,job_posting_key_resp.rt,job_posting_key_resp.duration,image.started,etRecord.started,candidate_rating_question.started,candidate_rating.started,candidate_rating.response,candidate_rating.rt,image_clarity_question.started,image_clarity_rating.started,image_clarity_rating.response,image_clarity_rating.rt,comprehension_question.started,comprehension_rating.started,comprehension_rating.response,comprehension_rating.rt,image_2.started,etRecord_2.started,task,participant,date,expName,psychopyVersion,frameRate,
,,0,0,0,0,,,,,,,,,90.39616660005413,90.39616660005413,155.828925000038,155.828925000038,['n'],[7.001846699975431],[None],,,,,,,,,,,,,,,,,,,,,,,,calib,3,2024-11-25_12h38.03.185,experiment,2023.1.3,60.008305156786115,
./stimuli/Resume1.png,,,,,,0,0,0,1,,,,,,,,,,,,162.8776495999191,162.8776495999191,175.62734579993412,175.62734579993412,space,15.667062599910423,None,191.49379689991474,0.168596199946478,199.34374290006235,199.34374290006235,3.962962962962963,16.416033999994397,215.7765399001073,215.7765399001073,1.0074074074074073,3.6821333998814225,219.4765498000197,219.4765498000197,1,4.081932800123468,,,calib,3,2024-11-25_12h38.03.185,experiment,2023.1.3,60.008305156786115,
./stimuli/Resume2.png,,,,,,0,1,1,0,,,,,,,,,,,,223.57652190001681,223.57652190001681,227.7596400999464,227.7596400999464,space,5.150916899787262,None,233.00976780010387,0.07270060013979673,240.95947530004196,240.95947530004196,3.985185185185185,6.879553999984637,247.85941860009916,247.85941860009916,1.0444444444444445,3.1318030999973416,251.00939709995873,251.00939709995873,1.0444444444444445,3.2486723999027163,,,calib,3,2024-11-25_12h38.03.185,experiment,2023.1.3,60.008305156786115,
,./stimuli/Resume4.png,,,,,,,,,0,0,0,1,,,,,,,,254.27592090005055,254.27592090005055,257.7758170000743,257.7758170000743,space,8.527102499967441,None,,,274.34224279993214,274.34224279993214,4.0,6.699349500006065,281.0588833000511,281.0588833000511,1.0185185185185186,5.88144090003334,286.9587060001213,286.9587060001213,1.048148148148148,2.881729600019753,266.47565810009837,0.15267229988239706,calib,3,2024-11-25_12h38.03.185,experiment,2023.1.3,60.008305156786115,
,./stimuli/Resume3.png,,,,,,,,,0,1,1,0,,,,,,,,289.8586995000951,289.8586995000951,292.19190440000966,292.19190440000966,space,16.78295709984377,None,,,317.00816840003245,317.00816840003245,2.977777777777778,2.811074099969119,319.841376000084,319.841376000084,1.0037037037037038,3.581791300093755,323.4413403000217,323.4413403000217,1.9111111111111112,1.848550100112334,309.058232099982,0.07235100003890693,calib,3,2024-11-25_12h38.03.185,experiment,2023.1.3,60.008305156786115,
